5	5	5	5	0	15	15	15	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	0	4	4	4	4	4	4	8	15	4	4	4	0	15	15	15	15	15	15	15	0	5	5	5	5
5	5	5	5	0	15	15	15	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	0	4	4	4	4	4	4	4	8	15	4	4	0	15	15	15	15	15	15	15	0	5	5	5	5
5	5	5	5	0	15	15	15	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	15	4	0	15	15	15	15	15	15	15	0	5	5	5	5
5	5	5	5	5	0	15	15	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	15	15	15	15	15	15	0	5	5	5	5	5
5	5	5	5	0	15	0	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	4	0	15	15	15	15	0	15	0	5	5	5	5
5	5	5	0	15	15	15	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	4	0	15	15	15	15	15	15	15	0	5	5	5
5	5	5	0	15	15	15	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	4	0	15	15	15	15	15	15	15	0	5	5	5
5	5	5	0	15	15	15	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	4	0	15	15	15	15	15	15	15	0	5	5	5
5	5	5	5	0	0	15	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	4	0	15	15	15	15	15	0	0	5	5	5	5
5	5	5	5	5	5	0	0	15	15	15	0	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	0	15	15	15	0	0	5	5	5	5	5	5
5	5	5	5	5	5	0	0	15	15	15	0	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	0	15	15	15	0	0	5	5	5	5	5	5
5	5	5	5	5	5	0	15	15	15	15	0	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	0	15	15	15	15	0	5	5	5	5	5	5
5	5	5	5	5	5	0	15	15	15	15	0	4	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	4	0	15	15	15	15	0	5	5	5	5	5	5
5	5	5	5	5	5	5	0	0	0	0	5	0	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	0	5	0	0	0	0	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	4	4	4	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5
5	6	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	6	5
5	6	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	6	5
5	6	0	1	1	5	5	1	0	1	1	5	5	1	0	1	1	1	1	1	0	1	1	5	5	5	1	0	1	1	5	5	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	6	5
5	6	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	5	1	1	0	1	1	0	0	0	5	0	1	1	0	0	1	0	1	1	5	1	1	0	5	5	1	1	0	0	0	6	5
5	6	0	9	9	0	0	9	0	9	9	0	0	9	0	9	9	0	9	9	0	9	9	0	0	0	0	0	9	9	0	0	9	0	9	9	0	9	9	0	0	0	9	9	0	0	0	6	5
5	6	0	9	9	9	9	9	0	9	9	9	9	9	0	9	9	0	9	9	0	9	9	0	0	0	0	0	9	9	9	9	9	0	9	9	0	9	9	0	0	0	9	9	0	0	0	6	5
5	6	0	9	9	9	9	5	0	9	9	9	5	5	0	9	9	0	9	9	0	9	9	0	0	9	0	0	9	9	9	5	5	0	9	9	9	9	9	0	0	0	9	9	0	0	0	6	5
5	6	0	11	11	5	5	0	0	11	11	11	11	0	0	11	11	0	11	11	0	11	11	0	11	11	11	0	11	11	11	11	0	0	11	11	11	11	11	0	0	0	11	11	0	0	0	6	5
5	6	0	11	11	0	0	0	0	11	11	11	11	11	0	11	11	0	11	11	0	11	11	0	11	5	11	0	11	11	11	11	11	0	11	11	11	11	11	0	0	0	11	11	0	0	0	6	5
5	6	0	11	11	0	0	0	0	11	11	0	11	11	0	11	11	0	11	11	0	11	11	0	5	0	11	0	11	11	0	11	11	0	11	11	5	11	11	0	0	0	11	11	0	0	0	6	5
5	6	0	15	15	0	0	0	0	15	15	0	15	15	0	15	15	0	15	15	0	15	15	0	0	0	15	0	15	15	0	15	15	0	15	15	0	15	15	0	0	0	15	15	0	0	0	6	5
5	6	0	15	15	0	0	0	0	15	15	0	15	15	0	5	15	15	15	5	0	15	15	0	0	0	15	0	15	15	0	15	15	0	15	15	0	15	15	0	15	15	15	15	15	15	0	6	5
5	6	0	15	15	0	0	0	0	15	15	0	15	15	0	0	5	15	5	0	0	5	15	15	15	15	5	0	15	15	0	15	15	0	15	15	0	15	15	0	15	15	15	15	15	15	0	6	5
5	6	0	5	5	0	0	0	0	5	5	0	5	5	0	0	0	5	0	0	0	0	5	5	5	5	0	0	5	5	0	5	5	0	5	5	5	5	5	0	5	5	5	5	5	5	0	6	5
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5
5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
